Reference_Date,Gold_Ask_995,Gold_Bid_995,Sov_Old_Ask,Sov_Old_Bid,Sov_New_Upto1973_Ask,Sov_New_Upto1973_Bid,Sov_New_Post1974_Ask,Sov_New_Post1974_Bid
2011-08-10,37.59,42.5,277.82,335.13,277.82,335.13,277.82,335.13
2011-08-11,38.74,43.79,286.3,345.19,286.3,345.19,286.3,345.19
2011-08-12,38.2,43.19,282.21,340.22,282.21,340.22,282.21,340.22
2011-08-16,37.67,42.58,278.45,335.59,278.45,335.59,278.45,335.59
2011-08-17,38.1,43.07,281.37,339.45,281.37,339.45,281.37,339.45
2011-08-19,39.61,44.77,292.25,352.74,292.25,352.74,292.25,352.74
2011-08-22,40.16,45.4,296.49,357.8,296.49,357.8,296.49,357.8
2011-08-23,39.95,45.15,295.36,356.24,295.36,356.24,295.36,356.24
2011-08-24,39.39,44.52,290.8,350.9,290.8,350.9,290.8,350.9
2011-08-25,37.02,41.85,273.9,330.07,273.9,330.07,273.9,330.07
2011-08-26,37.87,42.81,279.86,337.82,279.86,337.82,279.86,337.82
2011-08-29,38.64,43.7,285.69,344.51,285.69,344.51,285.69,344.51
2011-08-30,37.96,42.91,280.58,338.3,280.58,338.3,280.58,338.3
2011-08-31,39.06,44.14,288.32,348.2,288.32,348.2,288.32,348.2
2011-09-02,40.06,45.27,295.79,356.71,295.79,356.71,295.79,356.71
2011-09-05,41.1,46.47,303.84,366.26,303.84,366.26,303.84,366.26
2011-09-06,40.85,46.2,301.46,363.59,301.46,363.59,301.46,363.59
2011-09-07,40.47,45.75,299.2,360.17,299.2,360.17,299.2,360.17
2011-09-08,40.04,45.25,295.96,356.67,295.96,356.67,295.96,356.67
2011-09-09,41.54,46.96,306.98,370.44,306.98,370.44,306.98,370.44
2011-09-12,41.65,47.11,308.06,371.03,308.06,371.03,308.06,371.03
2011-09-13,41.1,46.46,303.43,366.53,303.43,366.53,303.43,366.53
2011-09-14,41.34,46.76,305.82,368.43,305.82,368.43,305.82,368.43
2011-09-15,40.59,45.88,299.86,361.87,299.86,361.87,299.86,361.87
2011-09-16,39.6,44.77,292.56,353.13,292.56,353.13,292.56,353.13
2011-09-19,41.03,46.38,303.17,365.55,303.17,365.55,303.17,365.55
2011-09-20,40.2,45.47,297.01,358.39,297.01,358.39,297.01,358.39
2011-09-21,40.64,45.93,300.49,362.53,300.49,362.53,300.49,362.53
2011-09-22,40.36,45.61,297.85,359.51,297.85,359.51,297.85,359.51
2011-09-23,39.52,44.68,291.96,352.57,291.96,352.57,291.96,352.57
2011-09-26,36.97,41.82,273.03,329.47,273.03,329.47,273.03,329.47
2011-09-27,37.75,42.68,278.64,336.07,278.64,336.07,278.64,336.07
2011-09-28,37.2,42.06,274.85,331.14,274.85,331.14,274.85,331.14
2011-09-29,36.53,41.3,269.91,325.71,269.91,325.71,269.91,325.71
2011-09-30,36.87,41.69,272.31,328.5,272.31,328.5,272.31,328.5
2011-10-03,38.06,43.02,280.93,339.03,280.93,339.03,280.93,339.03
2011-10-04,38.78,43.84,286.8,345.69,286.8,345.69,286.8,345.69
2011-10-05,36.99,41.81,273.5,329.67,273.5,329.67,273.5,329.67
2011-10-06,37.94,42.89,280.38,338.47,280.38,338.47,280.38,338.47
2011-10-10,37.7,42.62,278.73,335.5,278.73,335.5,278.73,335.5
2011-10-11,37.54,42.44,277.53,334.62,277.53,334.62,277.53,334.62
2011-10-13,37.33,42.19,275.85,332.3,275.85,332.3,275.85,332.3
2011-10-19,36.95,41.76,272.59,328.78,272.59,328.78,272.59,328.78
2011-10-20,36.19,40.92,267.89,322.62,267.89,322.62,267.89,322.62
2011-10-24,36.49,41.27,269.95,325.7,269.95,325.7,269.95,325.7
2011-10-26,37.87,42.8,279.85,337.72,279.85,337.72,279.85,337.72
2011-10-27,37.51,42.41,276.84,334.3,276.84,334.3,276.84,334.3
2011-11-01,38.25,43.23,282.64,340.99,282.64,340.99,282.64,340.99
2011-11-02,38.63,43.69,285.18,343.95,285.18,343.95,285.18,343.95
2011-11-03,38.88,43.95,286.97,346.65,286.97,346.65,286.97,346.65
2011-11-04,39.22,44.34,289.79,349.35,289.79,349.35,289.79,349.35
2011-11-07,39.56,44.72,292.34,352.2,292.34,352.2,292.34,352.2
2011-11-08,40.1,45.34,296.32,357.25,296.32,357.25,296.32,357.25
2011-11-09,40.12,45.38,296.8,358.03,296.8,358.03,296.8,358.03
2011-11-10,39.97,45.18,294.93,356.41,294.93,356.41,294.93,356.41
2011-11-16,40.35,45.62,297.97,359.19,297.97,359.19,297.97,359.19
2011-11-18,39.33,44.46,290.53,350.39,290.53,350.39,290.53,350.39
2011-11-21,38.91,43.99,287.31,347.02,287.31,347.02,287.31,347.02
2011-11-22,38.35,43.38,283.61,342.21,283.61,342.21,283.61,342.21
2011-11-23,38.97,44.06,287.89,346.84,287.89,346.84,287.89,346.84
2011-11-28,39.42,44.57,291.29,351.72,291.29,351.72,291.29,351.72
2011-11-30,39.75,44.92,293.85,354.38,293.85,354.38,293.85,354.38
2011-12-05,40.01,45.24,295.77,356.96,295.77,356.96,295.77,356.96
2011-12-06,39.41,44.57,291.34,351.57,291.34,351.57,291.34,351.57
2011-12-07,39.72,44.89,293.17,354.24,293.17,354.24,293.17,354.24
2011-12-09,39.48,44.63,291.65,352.04,291.65,352.04,291.65,352.04
2011-12-12,38.99,44.08,288.29,347.64,288.29,347.64,288.29,347.64
2011-12-13,38.54,43.59,284.84,343.64,284.84,343.64,284.84,343.64
2011-12-15,37.5,42.39,277.1,334.43,277.1,334.43,277.1,334.43
2011-12-20,37.75,42.67,278.9,336.28,278.9,336.28,278.9,336.28
2011-12-21,38.12,43.08,281.28,339.3,281.28,339.3,281.28,339.3
2011-12-22,37.84,42.77,279.69,337.01,279.69,337.01,279.69,337.01
2011-12-27,37.53,42.43,277.58,334.68,277.58,334.68,277.58,334.68
2011-12-28,37.28,42.14,275.33,332.3,275.33,332.3,275.33,332.3
2011-12-29,36.63,41.4,270.6,326.18,270.6,326.18,270.6,326.18
2011-12-30,37.34,42.21,275.86,332.45,275.86,332.45,275.86,332.45
2012-01-03,37.64,42.56,278.07,335.49,278.07,335.49,278.07,335.49
2012-01-04,37.93,42.87,280.49,337.86,280.49,337.86,280.49,337.86
2012-01-05,38.54,43.58,284.87,343.74,284.87,343.74,284.87,343.74
2012-01-09,38.98,44.07,287.84,347.53,287.84,347.53,287.84,347.53
2012-01-10,39.27,44.4,290.06,349.65,290.06,349.65,290.06,349.65
2012-01-11,39.49,44.65,291.75,351.59,291.75,351.59,291.75,351.59
2012-01-12,39.78,44.96,293.86,354.72,293.86,354.72,293.86,354.72
2012-01-13,39.38,44.53,291.21,350.72,291.21,350.72,291.21,350.72
2012-01-16,39.91,45.14,295.04,355.43,295.04,355.43,295.04,355.43
2012-01-20,39.26,44.41,289.84,349.67,289.84,349.67,289.84,349.67
2012-01-23,39.87,45.07,294.44,355.58,294.44,355.58,294.44,355.58
2012-01-24,39.58,44.74,292.63,352.49,292.63,352.49,292.63,352.49
2012-01-25,39.36,44.49,290.77,350.46,290.77,350.46,290.77,350.46
2012-01-26,40.07,45.29,296.13,356.65,296.13,356.65,296.13,356.65
2012-01-27,40.34,45.6,298.13,359.65,298.13,359.65,298.13,359.65
2012-01-31,40.71,46.01,301.0,362.46,301.0,362.46,301.0,362.46
2012-02-01,40.89,46.21,301.83,364.47,301.83,364.47,301.83,364.47
2012-02-03,41.13,46.49,303.94,366.48,303.94,366.48,303.94,366.48
2012-02-06,40.44,45.74,299.17,360.9,299.17,360.9,299.17,360.9
2012-02-09,40.15,45.39,296.65,357.44,296.65,357.44,296.65,357.44
2012-02-15,40.31,45.56,297.9,359.15,297.9,359.15,297.9,359.15
2012-02-16,40.62,45.92,299.94,361.83,299.94,361.83,299.94,361.83
2012-02-20,40.4,45.68,298.66,359.86,298.66,359.86,298.66,359.86
2012-02-22,40.8,46.13,301.77,363.86,301.77,363.86,301.77,363.86
2012-02-23,41.13,46.5,304.26,366.44,304.26,366.44,304.26,366.44
2012-02-24,40.91,46.23,302.5,364.22,302.5,364.22,302.5,364.22
2012-02-28,40.55,45.83,299.39,361.47,299.39,361.47,299.39,361.47
2012-02-29,40.81,46.12,301.7,363.83,301.7,363.83,301.7,363.83
2012-03-01,39.65,44.81,292.61,353.0,292.61,353.0,292.61,353.0
2012-03-05,39.9,45.11,294.49,355.47,294.49,355.47,294.49,355.47
2012-03-05,39.56,44.71,292.14,352.16,292.14,352.16,292.14,352.16
2012-03-07,39.2,44.33,289.66,349.71,289.66,349.71,289.66,349.71
2012-03-08,39.6,44.76,292.28,353.13,292.28,353.13,292.28,353.13
2012-03-12,40.06,45.27,296.22,356.87,296.22,356.87,296.22,356.87
2012-03-13,39.78,44.96,293.62,354.63,293.62,354.63,293.62,354.63
2012-03-14,39.04,44.12,288.63,348.1,288.63,348.1,288.63,348.1
2012-03-15,38.78,43.84,286.31,345.74,286.31,345.74,286.31,345.74
2012-03-16,39.04,44.13,288.02,348.16,288.02,348.16,288.02,348.16
2012-03-19,38.84,43.89,286.9,345.91,286.9,345.91,286.9,345.91
2012-03-20,38.47,43.49,284.03,342.67,284.03,342.67,284.03,342.67
2012-03-21,38.24,43.23,282.46,340.88,282.46,340.88,282.46,340.88
2012-03-26,38.56,43.6,284.98,343.59,284.98,343.59,284.98,343.59
2012-03-27,38.9,43.96,287.36,346.62,287.36,346.62,287.36,346.62
2012-03-29,38.31,43.31,282.8,341.08,282.8,341.08,282.8,341.08
2012-04-02,38.45,43.47,283.95,343.04,283.95,343.04,283.95,343.04
2012-04-03,38.7,43.75,286.18,344.63,286.18,344.63,286.18,344.63
2012-04-04,38.31,43.3,283.21,341.09,283.21,341.09,283.21,341.09
2012-04-05,37.95,42.89,280.34,338.17,280.34,338.17,280.34,338.17
2012-04-06,38.37,43.38,283.03,341.3,283.03,341.3,283.03,341.3
2012-04-09,38.65,43.7,285.3,344.52,285.3,344.52,285.3,344.52
2012-04-11,38.91,43.98,287.77,347.07,287.77,347.07,287.77,347.07
2012-04-17,38.64,43.68,285.85,344.16,285.85,344.16,285.85,344.16
2012-04-19,38.4,43.42,283.49,342.45,283.49,342.45,283.49,342.45
2012-04-30,38.63,43.67,285.06,344.49,285.06,344.49,285.06,344.49
2012-05-04,38.23,43.21,282.03,340.79,282.03,340.79,282.03,340.79
2012-05-07,38.73,43.78,286.51,346.09,286.51,346.09,286.51,346.09
2012-05-08,38.62,43.66,285.3,343.82,285.3,343.82,285.3,343.82
2012-05-09,37.72,42.63,278.31,335.77,278.31,335.77,278.31,335.77
2012-05-14,37.36,42.22,275.91,332.73,275.91,332.73,275.91,332.73
2012-05-15,37.15,42.0,274.58,330.96,274.58,330.96,274.58,330.96
2012-05-17,37.35,42.23,276.34,332.75,276.34,332.75,276.34,332.75
2012-05-18,38.2,43.19,281.96,340.62,281.96,340.62,281.96,340.62
2012-05-21,38.43,43.43,283.7,342.06,283.7,342.06,283.7,342.06
2012-05-22,38.03,42.98,280.53,338.67,280.53,338.67,280.53,338.67
2012-05-28,38.53,43.55,284.34,343.38,284.34,343.38,284.34,343.38
2012-05-30,38.16,43.15,281.57,339.99,281.57,339.99,281.57,339.99
2012-05-31,38.77,43.83,286.63,345.64,286.63,345.64,286.63,345.64
2012-06-05,39.76,44.94,293.61,354.27,293.61,354.27,293.61,354.27
2012-06-06,40.0,45.21,295.84,356.72,295.84,356.72,295.84,356.72
2012-06-07,39.71,44.89,293.58,354.12,293.58,354.12,293.58,354.12
2012-06-08,38.6,43.63,285.03,343.48,285.03,343.48,285.03,343.48
2012-06-08,38.97,44.04,287.66,347.27,287.66,347.27,287.66,347.27
2012-06-12,39.15,44.26,289.58,349.24,289.58,349.24,289.58,349.24
2012-06-13,39.63,44.79,292.95,352.85,292.95,352.85,292.95,352.85
2012-06-18,39.26,44.38,290.16,350.0,290.16,350.0,290.16,350.0
2012-06-19,39.71,44.88,293.21,353.56,293.21,353.56,293.21,353.56
2012-06-20,39.31,44.45,290.24,350.2,290.24,350.2,290.24,350.2
2012-06-21,38.91,43.97,287.2,346.99,287.2,346.99,287.2,346.99
2012-06-22,38.35,43.36,283.56,341.83,283.56,341.83,283.56,341.83
2012-06-25,38.56,43.6,284.73,343.96,284.73,343.96,284.73,343.96
2012-06-26,38.93,44.01,287.94,346.66,287.94,346.66,287.94,346.66
2012-06-27,38.67,43.73,285.61,345.02,285.61,345.02,285.61,345.02
2012-06-29,38.2,43.19,282.28,340.4,282.28,340.4,282.28,340.4
2012-07-02,38.8,43.86,286.67,345.73,286.67,345.73,286.67,345.73
2012-07-03,39.12,44.22,288.89,349.03,288.89,349.03,288.89,349.03
2012-07-04,39.47,44.63,291.43,351.75,291.43,351.75,291.43,351.75
2012-07-05,39.66,44.83,292.84,353.44,292.84,353.44,292.84,353.44
2012-07-06,39.84,45.03,293.92,355.1,293.92,355.1,293.92,355.1
2012-07-09,39.57,44.74,292.15,352.68,292.15,352.68,292.15,352.68
2012-07-16,39.96,45.17,294.99,355.87,294.99,355.87,294.99,355.87
2012-07-18,39.57,44.72,292.23,352.78,292.23,352.78,292.23,352.78
2012-07-23,40.08,45.3,296.32,356.84,296.32,356.84,296.32,356.84
2012-07-25,40.34,45.59,298.1,359.73,298.1,359.73,298.1,359.73
2012-07-26,40.67,45.96,300.49,359.45,300.49,359.45,300.49,359.45
2012-07-27,40.44,45.71,298.54,356.9,298.54,356.9,298.54,356.9
2012-07-30,40.57,45.87,299.34,358.61,299.34,358.61,299.34,358.61
2012-08-01,40.61,45.91,298.48,356.83,298.48,356.83,298.48,356.83
2012-08-02,40.18,45.43,297.03,354.57,297.03,354.57,297.03,354.57
2012-08-06,39.89,45.08,294.42,352.2,294.42,352.2,294.42,352.2
2012-08-09,40.14,45.37,296.34,354.28,296.34,354.28,296.34,354.28
2012-08-10,40.34,45.59,297.75,359.47,297.75,359.47,297.75,356.06
2012-08-13,40.62,45.92,300.06,361.92,300.06,361.92,300.06,358.5
2012-08-14,40.11,45.34,296.06,357.44,296.06,357.44,296.06,354.05
2012-08-20,40.39,45.65,298.38,360.01,298.38,360.01,298.38,356.61
2012-08-23,40.82,46.13,301.26,364.03,301.26,364.03,301.26,360.69
2012-08-27,41.17,46.54,304.38,366.61,304.38,366.61,304.38,363.26
2012-08-28,40.88,46.2,301.74,363.88,301.74,363.88,301.74,361.37
2012-08-30,40.64,45.93,300.48,362.36,300.48,362.36,300.48,359.02
2012-09-03,41.34,46.73,305.78,368.7,305.78,368.7,305.78,365.36
2012-09-06,41.67,47.11,308.05,370.99,308.05,370.99,308.05,367.66
2012-09-07,41.17,46.54,304.44,367.08,304.44,367.08,304.44,363.76
2012-09-10,41.81,47.25,308.65,372.69,308.65,372.69,308.65,369.41
2012-09-12,41.51,46.91,306.43,369.2,306.43,369.2,306.43,365.94
2012-09-13,41.19,46.56,304.42,366.89,304.42,366.89,304.42,363.65
2012-09-14,41.96,47.42,309.67,373.75,309.67,373.75,309.67,370.53
2012-09-17,41.55,46.96,307.13,369.89,307.13,369.89,307.13,366.7
2012-09-18,41.21,46.59,304.88,367.61,304.88,367.61,304.88,363.61
2012-09-19,41.69,47.12,307.87,371.69,307.87,371.69,307.87,368.48
2012-09-21,41.97,47.43,309.82,374.04,309.82,374.04,309.82,370.81
2012-09-28,42.36,47.88,312.62,377.2,312.62,377.2,312.62,373.96
2012-10-08,41.95,47.4,309.74,373.95,309.74,373.95,309.74,370.72
2012-10-09,42.12,47.6,311.47,375.0,311.47,375.0,311.47,371.77
2012-10-15,41.57,46.97,307.15,370.67,307.15,370.67,307.15,366.6
2012-10-16,41.2,46.57,304.32,367.48,304.32,367.48,304.32,364.24
2012-10-19,40.89,46.22,301.79,364.43,301.79,364.43,301.79,361.22
2012-10-22,40.7,45.99,300.87,362.73,300.87,362.73,300.87,359.51
2012-10-24,40.45,45.73,298.66,360.6,298.66,360.6,298.66,357.37
2012-10-29,40.8,46.11,301.28,363.55,301.28,363.55,301.28,360.3
2012-10-31,40.63,45.92,299.82,361.9,299.82,361.9,299.82,358.66
2012-11-01,40.85,46.16,301.39,363.57,301.39,363.57,301.39,360.34
2012-11-05,40.26,45.5,297.47,359.01,297.47,359.01,297.47,355.74
2012-11-08,41.44,46.84,306.24,369.41,306.24,369.41,306.24,366.12
2012-11-09,41.82,47.27,308.78,372.85,308.78,372.85,308.78,369.57
2012-11-15,41.63,47.06,307.27,370.54,307.27,370.54,307.27,367.25
2012-11-16,41.26,46.65,305.02,367.24,305.02,367.24,305.02,363.95
2012-11-19,41.49,46.9,306.82,370.0,306.82,370.0,306.82,366.72
2012-11-23,41.28,46.67,305.36,368.03,305.36,368.03,305.36,364.77
2012-11-26,41.55,46.96,306.75,370.07,306.75,370.07,306.75,366.84
2012-11-29,40.84,46.16,301.51,363.71,301.51,363.71,301.51,360.47
2012-12-03,40.58,45.86,299.71,361.55,299.71,361.55,299.71,358.33
2012-12-04,40.09,45.32,296.12,356.84,296.12,356.84,296.12,353.63
2012-12-06,39.79,44.97,293.79,354.37,293.79,354.37,293.79,351.15
2012-12-07,40.37,45.63,298.1,360.04,298.1,360.04,298.1,356.81
2012-12-10,40.7,46.0,300.42,362.73,300.42,362.73,300.42,359.47
2012-12-12,40.47,45.74,298.92,360.81,298.92,360.81,298.92,357.59
2012-12-13,39.92,45.12,294.76,355.32,294.76,355.32,294.76,352.11
2012-12-17,39.53,44.68,292.32,352.49,292.32,352.49,292.32,349.3
2012-12-18,39.73,44.91,293.46,354.45,293.46,354.45,293.46,351.26
2012-12-19,38.88,43.94,287.34,346.12,287.34,346.12,287.34,342.96
2012-12-21,38.25,43.25,282.35,340.96,282.35,340.96,282.35,337.78
2012-12-24,38.71,43.76,285.81,344.7,285.81,344.7,285.81,341.52
2012-12-27,38.49,43.5,284.03,342.67,284.03,342.67,284.03,339.5
2012-12-28,38.73,43.78,286.4,345.31,286.4,345.31,286.4,342.13
2013-01-02,38.94,44.02,287.66,347.19,287.66,347.19,287.66,344.03
2013-01-03,39.48,44.63,292.03,351.45,292.03,351.45,292.03,349.06
2013-01-04,38.6,43.62,284.92,343.46,284.92,343.46,284.92,341.05
2013-01-07,39.17,44.28,289.77,349.36,289.77,349.36,289.77,346.14
2013-01-08,38.64,43.69,285.51,344.56,285.51,344.56,285.51,341.36
2013-01-09,39.04,44.12,288.74,348.12,288.74,348.12,288.74,344.91
2013-01-11,38.81,43.88,287.0,345.72,287.0,345.72,287.0,342.56
2013-01-14,38.28,43.28,282.81,340.87,282.81,340.87,282.81,337.74
2013-01-15,38.5,43.52,284.34,343.4,284.34,343.4,284.34,340.26
2013-01-16,38.98,44.06,287.93,347.41,287.93,347.41,287.93,344.25
2013-01-17,38.98,44.06,287.93,347.41,287.93,347.41,287.93,344.25
2013-01-18,38.98,44.06,287.93,347.41,287.93,347.41,287.93,344.25
2013-01-24,38.77,43.82,285.99,345.29,285.99,345.29,285.99,342.13
2013-01-25,38.42,43.42,284.04,342.26,284.04,342.26,284.04,339.12
2013-01-28,37.93,42.87,280.55,338.26,280.55,338.26,280.55,335.15
2013-02-01,37.52,42.41,277.27,334.32,277.27,334.32,277.27,331.24
2013-02-04,37.73,42.65,278.64,336.53,278.64,336.53,278.64,333.45
2013-02-05,38.21,43.2,282.3,340.83,282.3,340.83,282.3,337.72
2013-02-06,37.91,42.84,279.71,337.82,279.71,337.82,279.71,334.73
2013-02-07,38.22,43.2,282.19,340.6,282.19,340.6,282.19,337.5
2013-02-12,37.83,42.76,279.25,337.11,279.25,337.11,279.25,333.98
2013-02-15,37.6,42.51,277.66,334.73,277.66,334.73,277.66,332.37
2013-02-18,37.2,42.06,275.04,331.21,275.04,331.21,275.04,328.85
2013-02-21,36.56,41.34,269.92,326.2,269.92,326.2,269.92,323.02
2013-02-22,36.93,41.76,272.47,328.85,272.47,328.85,272.47,326.47
2013-02-26,37.53,42.42,277.21,334.34,277.21,334.34,277.21,331.13
2013-02-27,37.9,42.85,280.08,337.37,280.08,337.37,280.08,334.97
2013-02-28,37.34,42.2,275.85,332.6,275.85,332.6,275.85,330.21
2013-03-01,37.13,41.96,274.4,330.48,274.4,330.48,274.4,328.08
2013-03-07,37.49,42.39,277.02,334.34,277.02,334.34,277.02,331.11
2013-03-08,37.04,41.87,273.44,330.23,273.44,330.23,273.44,327.03
2013-03-11,37.4,42.28,276.09,333.32,276.09,333.32,276.09,330.1
2013-03-14,37.69,42.6,278.02,335.54,278.02,335.54,278.02,333.11
2013-03-19,38.12,43.11,281.23,339.78,281.23,339.78,281.23,336.54
2013-03-20,38.52,43.55,284.87,343.03,284.87,343.03,284.87,340.59
2013-03-21,38.21,43.19,281.89,340.47,281.89,340.47,281.89,337.23
2013-03-22,38.52,43.54,284.58,343.5,284.58,343.5,284.58,340.25
2013-03-26,38.26,43.25,282.7,340.75,282.7,340.75,282.7,337.49
2013-03-28,38.6,43.62,285.26,343.71,285.26,343.71,285.26,341.25
2013-03-29,38.28,43.31,283.04,341.26,283.04,341.26,283.04,337.99
2013-04-03,37.66,42.57,278.03,335.99,278.03,335.99,278.03,332.72
2013-04-04,37.04,41.86,273.46,330.21,273.46,330.21,273.46,326.95
2013-04-08,37.37,42.24,276.43,332.93,276.43,332.93,276.43,329.7
2013-04-09,37.13,41.97,274.34,330.52,274.34,330.52,274.34,328.11
2013-04-11,36.72,41.51,271.02,326.95,271.02,326.95,271.02,324.54
2013-04-15,33.32,37.68,246.06,296.41,246.06,296.41,246.06,294.01
2013-04-16,32.07,36.27,236.83,285.78,236.83,285.78,236.83,283.38
2013-04-18,32.82,37.11,242.21,292.31,242.21,292.31,242.21,289.9
2013-04-19,32.99,37.29,245.19,296.28,245.19,296.28,245.19,293.87
2013-04-22,33.49,37.86,247.46,298.68,247.46,298.68,247.46,295.48
2013-04-24,33.78,38.18,249.66,301.24,249.66,301.24,249.66,298.01
2013-04-25,34.1,38.54,251.74,304.11,251.74,304.11,251.74,300.9
2013-04-26,34.78,39.31,257.06,309.77,257.06,309.77,257.06,307.35
2013-04-30,34.5,39.01,254.53,307.74,254.53,307.74,254.53,304.53
2013-05-02,33.95,38.39,250.81,302.78,250.81,302.78,250.81,299.59
2013-05-08,34.16,38.62,252.28,304.54,252.28,304.54,252.28,301.34
2013-05-09,34.43,38.94,254.06,307.06,254.06,307.06,254.06,303.87
2013-05-13,33.93,38.36,250.83,302.53,250.83,302.53,250.83,299.3
2013-05-15,33.56,37.95,248.27,299.18,248.27,299.18,248.27,296.74
2013-05-16,32.79,37.08,242.09,291.9,242.09,291.9,242.09,289.46
2013-05-17,32.99,37.31,243.74,294.49,243.74,294.49,243.74,291.23
2013-05-20,32.17,36.37,237.19,286.76,237.19,286.76,237.19,284.31
2013-05-21,33.19,37.56,245.6,295.59,245.6,295.59,245.6,293.15
2013-05-22,32.75,37.04,241.92,291.59,241.92,291.59,241.92,289.15
2013-05-23,33.17,37.49,244.88,295.65,244.88,295.65,244.88,292.39
2013-05-28,32.84,37.13,242.71,292.43,242.71,292.43,242.71,290.0
2013-05-29,33.18,37.52,245.41,295.46,245.41,295.46,245.41,293.02
2013-05-31,33.48,37.86,247.39,298.72,247.39,298.72,247.39,295.5
2013-06-03,32.96,37.26,243.28,293.6,243.28,293.6,243.28,291.18
2013-06-04,33.21,37.56,245.39,295.71,245.39,295.71,245.39,293.3
2013-06-05,32.89,37.21,242.66,293.55,242.66,293.55,242.66,290.34
2013-06-10,32.28,36.51,238.38,287.91,238.38,287.91,238.38,285.53
2013-06-11,31.7,35.85,234.44,282.7,234.44,282.7,234.44,280.33
2013-06-13,32.01,36.18,236.29,285.28,236.29,285.28,236.29,282.93
2013-06-18,31.65,35.78,233.46,282.2,233.46,282.2,233.46,279.85
2013-06-19,31.37,35.47,231.95,279.81,231.95,279.81,231.95,277.46
2013-06-20,30.44,34.43,224.6,271.64,224.6,271.64,224.6,269.26
2013-06-21,30.0,33.92,221.34,267.35,221.34,267.35,221.34,264.97
2013-06-26,29.06,32.85,214.36,258.73,214.36,258.73,214.36,256.32
2013-06-27,29.26,33.1,216.24,260.77,216.24,260.77,216.24,258.36
2013-06-28,28.25,31.96,208.92,252.12,208.92,252.12,208.92,249.72
2013-07-01,29.32,33.17,216.4,261.78,216.4,261.78,216.4,259.36
2013-07-02,29.59,33.51,218.98,263.65,218.98,263.65,218.98,261.24
2013-07-08,29.28,33.12,216.22,261.3,216.22,261.3,216.22,258.84
2013-07-09,29.92,33.87,220.78,266.85,220.78,266.85,220.78,264.4
2013-07-11,30.3,34.27,223.84,270.36,223.84,270.36,223.84,267.95
2013-07-12,30.1,34.03,222.34,267.96,222.34,267.96,222.34,265.56
2013-07-15,30.34,34.32,224.06,270.62,224.06,270.62,224.06,268.21
2013-07-16,30.09,34.02,222.48,268.13,222.48,268.13,222.48,265.72
2013-07-22,30.77,34.81,227.13,274.47,227.13,274.47,227.13,272.08
2013-07-23,31.1,35.17,229.32,277.48,229.32,277.48,229.32,275.09
2013-07-25,30.79,34.81,227.56,274.78,227.56,274.78,227.56,271.61
2013-07-26,30.97,35.03,228.69,275.83,228.69,275.83,228.69,273.46
2013-07-29,30.72,34.75,227.24,273.5,227.24,273.5,227.24,271.13
2013-07-31,30.93,34.98,228.32,275.48,228.32,275.48,228.32,273.11
2013-08-01,30.56,34.56,225.81,271.99,225.81,271.99,225.81,269.62
2013-08-02,30.12,34.05,222.43,268.54,222.43,268.54,222.43,266.16
2013-08-05,30.5,34.49,225.04,271.96,225.04,271.96,225.04,269.59
2013-08-06,29.94,33.86,220.77,266.65,220.77,266.65,220.77,264.28
2013-08-07,29.56,33.44,218.65,263.53,218.65,263.53,218.65,261.16
2013-08-08,29.86,33.76,220.25,265.92,220.25,265.92,220.25,263.56
2013-08-09,30.12,34.06,222.53,268.25,222.53,268.25,222.53,265.9
2013-08-12,30.67,34.69,226.43,273.31,226.43,273.31,226.43,270.95
2013-08-13,30.87,34.92,228.17,275.19,228.17,275.19,228.17,272.83
2013-08-14,30.64,34.65,226.09,273.11,226.09,273.11,226.09,270.74
2013-08-16,31.5,35.63,232.78,280.8,232.78,280.8,232.78,278.44
2013-08-19,31.81,35.98,235.29,283.51,235.29,283.51,235.29,281.15
2013-08-20,31.37,35.47,231.95,279.91,231.95,279.91,231.95,276.77
2013-08-23,31.76,35.91,234.26,283.16,234.26,283.16,234.26,280.8
2013-08-26,32.09,36.29,237.28,286.27,237.28,286.27,237.28,283.14
2013-08-27,32.54,36.8,240.4,289.71,240.4,289.71,240.4,287.35
2013-08-28,32.92,37.21,243.25,293.4,243.25,293.4,243.25,290.27
2013-08-29,32.62,36.89,241.24,290.61,241.24,290.61,241.24,288.25
2013-09-02,32.41,36.65,239.49,289.04,239.49,289.04,239.49,285.87
2013-09-04,32.97,37.28,243.41,294.13,243.41,294.13,243.41,290.94
2013-09-05,32.46,36.7,239.94,289.58,239.94,289.58,239.94,286.4
2013-09-06,32.12,36.32,237.42,286.28,237.42,286.28,237.42,283.89
2013-09-09,32.41,36.64,239.55,289.22,239.55,289.22,239.55,286.04
2013-09-10,31.92,36.09,235.62,284.8,235.62,284.8,235.62,281.64
2013-09-11,31.64,35.78,233.57,281.85,233.57,281.85,233.57,279.48
2013-09-12,31.04,35.09,228.96,276.83,228.96,276.83,228.96,274.47
2013-09-13,30.46,34.46,225.1,271.23,225.1,271.23,225.1,268.86
2013-09-18,29.86,33.78,220.63,266.28,220.63,266.28,220.63,263.92
2013-09-19,30.94,34.98,228.12,275.39,228.12,275.39,228.12,273.07
2013-09-23,30.07,34.0,222.33,267.7,222.33,267.7,222.33,265.38
2013-09-25,30.25,34.22,223.31,269.65,223.31,269.65,223.31,267.32
2013-09-30,30.47,34.46,224.95,271.33,224.95,271.33,224.95,268.99
